.name	.version	.description	.license	.repository.url	.author.name	.author.email	.author.url	._npmVersion	._nodeVersion	.dist.shasum	.dist.tarball	time
is-callable	1.0.0	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband			2.3.0	1.0.4	71f02be5c44b850c95517baa10856a54983cf6cd	https://registry.npmjs.org/is-callable/-/is-callable-1.0.0.tgz	2015-01-29T09:34:56.078Z
is-callable	1.0.2	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband			2.3.0	1.0.4	21f265cc5565575d8f52d82ff380cbcea29352e5	https://registry.npmjs.org/is-callable/-/is-callable-1.0.2.tgz	2015-01-29T17:45:17.802Z
is-callable	1.0.3	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband			2.3.0	1.0.4	ec4daf411ae168c20e0161cac3b80c131e4e8500	https://registry.npmjs.org/is-callable/-/is-callable-1.0.3.tgz	2015-01-29T18:44:38.142Z
is-callable	1.0.4	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband			2.3.0	1.0.4	63cb2155460fd30501fec1d710bd6612c46c34ad	https://registry.npmjs.org/is-callable/-/is-callable-1.0.4.tgz	2015-01-30T08:08:24.789Z
is-callable	1.1.0	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband			2.14.4	4.1.1	9ebd23c4d6b0f20949ee846176e1aaad2f031f32	https://registry.npmjs.org/is-callable/-/is-callable-1.1.0.tgz	2015-10-02T08:16:25.066Z
is-callable	1.1.1	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband	ljharb@gmail.com	http://ljharb.codes	3.3.12	5.1.0	4c63d56524adbc02e6014d03fdacf0ce47cf1dad	https://registry.npmjs.org/is-callable/-/is-callable-1.1.1.tgz	2015-11-30T19:09:27.921Z
is-callable	1.1.2	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband	ljharb@gmail.com	http://ljharb.codes	3.3.12	5.4.1	2108786f76ac1288867ccf052d9fd25c0148718d	https://registry.npmjs.org/is-callable/-/is-callable-1.1.2.tgz	2016-01-16T01:27:25.790Z
is-callable	1.1.3	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband	ljharb@gmail.com	http://ljharb.codes	3.6.0	5.7.0	86eb75392805ddc33af71c92a0eedf74ee7604b2	https://registry.npmjs.org/is-callable/-/is-callable-1.1.3.tgz	2016-02-28T01:26:19.027Z
is-callable	1.1.4	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband	ljharb@gmail.com	http://ljharb.codes	6.1.0	10.4.1	1e1adf219e1eeb684d691f9d6a05ff0d30a24d75	https://registry.npmjs.org/is-callable/-/is-callable-1.1.4.tgz	2018-07-03T05:04:56.305Z
is-callable	1.1.5	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband	ljharb@gmail.com	http://ljharb.codes	6.13.4	13.5.0	f7e46b596890456db74e7f6e976cb3273d06faab	https://registry.npmjs.org/is-callable/-/is-callable-1.1.5.tgz	2019-12-19T17:57:52.970Z
is-callable	1.2.0	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband	ljharb@gmail.com	http://ljharb.codes	6.14.5	14.3.0	83336560b54a38e35e3a2df7afd0454d691468bb	https://registry.npmjs.org/is-callable/-/is-callable-1.2.0.tgz	2020-06-02T17:54:48.118Z
is-callable	1.2.1	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband	ljharb@gmail.com	http://ljharb.codes	6.14.8	14.9.0	4d1e21a4f437509d25ce55f8184350771421c96d	https://registry.npmjs.org/is-callable/-/is-callable-1.2.1.tgz	2020-09-09T23:14:28.251Z
is-callable	1.2.2	Is this JS value callable? Works with Functions and GeneratorFunctions, despite ES6 @@toStringTag.	MIT	git://github.com/ljharb/is-callable.git	Jordan Harband	ljharb@gmail.com	http://ljharb.codes	6.14.8	14.10.1	c7c6715cd22d4ddb48d3e19970223aceabb080d9	https://registry.npmjs.org/is-callable/-/is-callable-1.2.2.tgz	2020-09-21T20:43:53.590Z
